Airline,Source,Destination,Duration,Total stops,Departure time,Arrival time,Price,Year,Month,Day
Emirates,TLV,BKK,19,1,12,12,458,2023,5,29
Emirates,TLV,BKK,13,1,1,18,465,2023,5,29
Emirates,TLV,BKK,15,1,23,18,465,2023,5,29
Emirates,TLV,BKK,20,1,12,12,458,2023,5,29
Ethiopian Air,TLV,BKK,23,1,10,13,486,2023,5,29
Emirates,TLV,BKK,12,1,19,12,475,2023,5,30
EL AL,TLV,BKK,11,0,22,14,413,2023,5,30
Arkia,TLV,BKK,32,2,7,19,349,2023,5,30
Royal Jordanian,TLV,BKK,10,1,0,15,418,2023,5,30
Gulf Air,TLV,BKK,17,2,17,15,383,2023,5,30
Etihad Airways,TLV,BKK,14,1,14,8,414,2023,5,30
Emirates,TLV,BKK,12,1,19,12,465,2023,5,30
Emirates,TLV,BKK,13,1,1,18,465,2023,5,30
Emirates,TLV,BKK,13,1,19,12,465,2023,5,30
Multiple companies,TLV,BKK,14,2,13,7,440,2023,5,30
Air India,TLV,BKK,17,1,22,19,445,2023,5,30
Emirates,TLV,BKK,14,1,12,7,465,2023,5,30
Emirates,TLV,BKK,15,1,23,18,465,2023,5,30
Emirates,TLV,BKK,19,1,19,18,465,2023,5,30
Emirates,TLV,BKK,19,1,12,12,465,2023,5,30
Emirates,TLV,BKK,20,1,12,12,465,2023,5,30
Ethiopian Air,TLV,BKK,16,1,15,12,486,2023,5,30
Emirates,TLV,BKK,12,1,19,12,475,2023,5,31
EL AL,TLV,BKK,11,0,22,14,409,2023,5,31
Multiple companies,TLV,BKK,38,2,10,4,312,2023,5,31
Etihad Airways,TLV,BKK,14,1,14,8,380,2023,5,31
Emirates,TLV,BKK,12,1,19,12,459,2023,5,31
Emirates,TLV,BKK,13,1,19,13,459,2023,5,31
Royal Jordanian,TLV,BKK,16,1,19,15,418,2023,5,31
Emirates,TLV,BKK,13,1,1,18,459,2023,5,31
Emirates,TLV,BKK,14,1,12,7,459,2023,5,31
Thai Airways,TLV,BKK,11,0,22,14,628,2023,5,31
Emirates,TLV,BKK,15,1,23,19,459,2023,5,31
Emirates,TLV,BKK,19,1,19,19,459,2023,5,31
Emirates,TLV,BKK,14,1,13,7,540,2023,5,31
Emirates,TLV,BKK,16,1,11,7,540,2023,5,31
Emirates,TLV,BKK,19,1,12,12,459,2023,5,31
Emirates,TLV,BKK,20,1,12,13,459,2023,5,31
Ethiopian Air,TLV,BKK,23,1,10,13,486,2023,5,31
Emirates,TLV,BKK,12,1,19,12,475,2023,6,1
EL AL,TLV,BKK,11,0,22,14,413,2023,6,1
Multiple companies,TLV,BKK,38,2,10,4,317,2023,6,1
Etihad Airways,TLV,BKK,13,1,15,8,414,2023,6,1
Royal Jordanian,TLV,BKK,10,1,0,15,418,2023,6,1
Emirates,TLV,BKK,12,1,19,12,464,2023,6,1
Emirates,TLV,BKK,13,1,19,13,464,2023,6,1
Emirates,TLV,BKK,13,1,1,19,464,2023,6,1
Emirates,TLV,BKK,14,1,13,7,464,2023,6,1
Emirates,TLV,BKK,14,1,12,7,464,2023,6,1
Cathay Pacific,TLV,BKK,15,1,14,10,511,2023,6,1
Thai Airways,TLV,BKK,11,0,22,14,628,2023,6,1
Gulf Air,TLV,BKK,19,2,16,15,456,2023,6,1
Emirates,TLV,BKK,15,1,23,19,464,2023,6,1
Emirates,TLV,BKK,16,1,11,7,464,2023,6,1
Ethiopian Air,TLV,BKK,16,1,15,12,486,2023,6,1
Cathay Pacific,TLV,BKK,16,1,14,11,511,2023,6,1
