Airline,Source,Destination,Duration,Total stops,Date,Departure time,Arrival time,Price
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-04,19:35,18:55,€ 460 
Ethiopian Air,TLV,BKK,16u 25m ,1 stop ,2023-05-04,15:35,12:00,€ 487 
Emirates,TLV,BKK,16u 35m ,1 stop ,2023-05-04,11:00,7:35,€ 500 
Cathay Pacific,TLV,BKK,16u 55m ,1 stop ,2023-05-04,14:35,11:30,€ 507 
Thai Airways,TLV,BKK,11u 25m ,direct ,2023-05-04,22:35,14:00,€ 629 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-04,12:45,12:15,€ 460 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-05,19:35,12:15,€ 475 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-05,19:35,12:15,€ 460 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-05,14:20,8:20,€ 414 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-05,19:35,12:55,€ 460 
Royal Jordanian,TLV,BKK,16u 05m ,1 stop ,2023-05-05,19:10,15:15,€ 418 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-05,12:45,7:35,€ 460 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-05,1:45,18:55,€ 464 
Emirates,TLV,BKK,14u 10m ,1 stop ,2023-05-05,13:25,7:35,€ 507 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-05,19:35,18:55,€ 460 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-05,23:55,18:55,€ 464 
Emirates,TLV,BKK,16u 35m ,1 stop ,2023-05-05,11:00,7:35,€ 507 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-05,12:45,12:15,€ 460 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-05,12:45,12:55,€ 460 
Emirates,TLV,BKK,18u 50m ,1 stop ,2023-05-05,13:25,12:15,€ 507 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-05,13:25,12:55,€ 507 
Emirates,TLV,BKK,21u 15m ,1 stop ,2023-05-05,11:00,12:15,€ 507 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-06,19:35,12:15,€ 475 
Royal Jordanian,TLV,BKK,10u 40m ,1 stop ,2023-05-06,0:35,15:15,€ 418 
"Ryanair, Scoot",TLV,BKK,34u 45m ,3 stops ,2023-05-06,17:45,8:30,€ 338 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-06,22:45,14:00,€ 448 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-06,19:35,12:15,€ 462 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-06,14:20,8:20,€ 414 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-06,19:35,12:55,€ 462 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-06,12:45,7:35,€ 462 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-06,1:45,18:55,€ 465 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-06,23:55,18:55,€ 465 
Emirates,TLV,BKK,14u 10m ,1 stop ,2023-05-06,13:25,7:35,€ 507 
Thai Airways,TLV,BKK,11u 15m ,direct ,2023-05-06,22:45,14:00,€ 707 
Air India,TLV,BKK,17u 25m ,1 stop ,2023-05-06,22:10,19:35,€ 445 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-06,19:35,18:55,€ 462 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-06,12:45,12:15,€ 462 
Ethiopian Air,TLV,BKK,17u 40m ,1 stop ,2023-05-06,15:35,13:15,€ 486 
Emirates,TLV,BKK,16u 35m ,1 stop ,2023-05-06,11:00,7:35,€ 507 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-07,12:45,7:35,€ 475 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-07,22:45,14:00,€ 423 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-07,14:20,8:20,€ 437 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-07,12:45,7:35,€ 475 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-07,1:45,18:55,€ 517 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-07,23:55,18:55,€ 517 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-07,19:35,12:15,€ 615 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-07,19:35,12:55,€ 615 
Emirates,TLV,BKK,14u 10m ,1 stop ,2023-05-07,13:25,7:35,€ 615 
Air India,TLV,BKK,17u 25m ,1 stop ,2023-05-07,22:10,19:35,€ 461 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-07,12:45,12:15,€ 475 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-07,12:45,12:55,€ 475 
"Pegasus Airlines, Qatar Airways",TLV,BKK,19u 20m ,2 stops ,2023-05-07,6:55,6:15,€ 562 
Emirates,TLV,BKK,16u 35m ,1 stop ,2023-05-07,11:00,7:35,€ 615 
Emirates,TLV,BKK,26u 10m ,1 stop ,2023-05-07,12:45,18:55,€ 475 
Ethiopian Air,TLV,BKK,22u 00m ,1 stop ,2023-05-07,10:00,12:00,€ 504 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-08,19:35,12:55,€ 475 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-08,22:45,14:00,€ 411 
Meerdere maatschappijen,TLV,BKK,42u 05m ,3 stops ,2023-05-08,20:55,19:00,€ 375 
Etihad Airways,TLV,BKK,13u 50m ,1 stop ,2023-05-08,14:30,8:20,€ 414 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-08,19:35,12:55,€ 460 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-08,19:35,12:15,€ 466 
Royal Jordanian,TLV,BKK,16u 05m ,1 stop ,2023-05-08,19:10,15:15,€ 418 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-08,12:45,7:35,€ 460 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-08,1:45,18:55,€ 464 
Emirates,TLV,BKK,14u 10m ,1 stop ,2023-05-08,13:25,7:35,€ 507 
Thai Airways,TLV,BKK,11u 15m ,direct ,2023-05-08,22:45,14:00,€ 629 
Gulf Air,TLV,BKK,20u 10m ,1 stop ,2023-05-08,9:20,9:30,€ 376 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-08,23:55,18:55,€ 464 
Emirates,TLV,BKK,16u 35m ,1 stop ,2023-05-08,11:00,7:35,€ 507 
"Royal Jordanian, Qatar Airways",TLV,BKK,14u 20m ,2 stops ,2023-05-08,0:35,18:55,€ 527 
Turkish Airlines,TLV,BKK,14u 15m ,1 stop ,2023-05-08,12:05,6:20,€ 692 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-08,19:35,18:55,€ 460 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-09,19:35,12:15,€ 475 
EL AL,TLV,BKK,11u 25m ,direct ,2023-05-09,22:35,14:00,€ 407 
"Arkia, Scoot",TLV,BKK,32u 00m ,2 stops ,2023-05-09,7:00,19:00,€ 343 
Royal Jordanian,TLV,BKK,10u 40m ,1 stop ,2023-05-09,0:35,15:15,€ 418 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-09,19:35,12:15,€ 456 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-09,14:20,8:20,€ 414 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-09,19:35,12:55,€ 456 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-09,12:45,7:35,€ 456 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-09,1:45,18:55,€ 465 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-09,23:55,18:55,€ 465 
Emirates,TLV,BKK,14u 10m ,1 stop ,2023-05-09,13:25,7:35,€ 507 
Thai Airways,TLV,BKK,11u 25m ,direct ,2023-05-09,22:35,14:00,€ 629 
Gulf Air,TLV,BKK,17u 55m ,2 stops ,2023-05-09,17:40,15:35,€ 383 
Air India,TLV,BKK,17u 25m ,1 stop ,2023-05-09,22:10,19:35,€ 445 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-09,19:35,18:55,€ 456 
Ethiopian Air,TLV,BKK,16u 25m ,1 stop ,2023-05-09,15:35,12:00,€ 486 
Cathay Pacific,TLV,BKK,16u 55m ,1 stop ,2023-05-09,14:35,11:30,€ 503 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-10,1:45,18:55,€ 475 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-10,22:45,14:00,€ 411 
Meerdere maatschappijen,TLV,BKK,33u 40m ,3 stops ,2023-05-10,18:50,8:30,€ 405 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-10,14:20,8:20,€ 414 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-10,19:35,12:15,€ 542 
Royal Jordanian,TLV,BKK,16u 05m ,1 stop ,2023-05-10,19:10,15:15,€ 418 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-10,1:45,18:55,€ 461 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-10,12:45,7:35,€ 461 
Emirates,TLV,BKK,14u 10m ,1 stop ,2023-05-10,13:25,7:35,€ 501 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-10,19:35,12:55,€ 533 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-10,23:55,18:55,€ 461 
Emirates,TLV,BKK,16u 35m ,1 stop ,2023-05-10,11:00,7:35,€ 501 
Turkish Airlines,TLV,BKK,14u 15m ,1 stop ,2023-05-10,12:05,6:20,€ 702 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-10,12:45,12:15,€ 461 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-10,12:45,12:55,€ 461 
Emirates,TLV,BKK,18u 50m ,1 stop ,2023-05-10,13:25,12:15,€ 501 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-10,13:25,12:55,€ 501 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-21,19:35,12:15,€ 475 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-21,22:45,14:00,€ 410 
"Arkia, Scoot",TLV,BKK,31u 10m ,2 stops ,2023-05-21,7:50,19:00,€ 368 
"Arkia, Scoot",TLV,BKK,20u 40m ,2 stops ,2023-05-21,7:50,8:30,€ 380 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-21,14:20,8:20,€ 414 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-21,19:35,12:15,€ 459 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-21,19:35,12:55,€ 459 
Air India,TLV,BKK,17u 25m ,1 stop ,2023-05-21,22:10,19:35,€ 445 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-21,12:45,7:35,€ 459 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-21,19:35,18:55,€ 459 
Cathay Pacific,TLV,BKK,15u 25m ,1 stop ,2023-05-21,14:35,10:00,€ 506 
Cathay Pacific,TLV,BKK,16u 55m ,1 stop ,2023-05-21,14:35,11:30,€ 506 
"EL AL, Scoot",TLV,BKK,21u 30m ,2 stops ,2023-05-21,7:00,8:30,€ 418 
"BlueBird Airways, Scoot",TLV,BKK,20u 10m ,2 stops ,2023-05-21,8:20,8:30,€ 435 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-21,12:45,12:15,€ 459 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-21,12:45,12:55,€ 459 
Emirates,TLV,BKK,26u 10m ,1 stop ,2023-05-21,12:45,18:55,€ 464 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-22,19:35,12:55,€ 475 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-22,22:45,14:00,€ 410 
Gulf Air,TLV,BKK,20u 10m ,1 stop ,2023-05-22,9:20,9:30,€ 386 
Etihad Airways,TLV,BKK,13u 50m ,1 stop ,2023-05-22,14:30,8:20,€ 414 
Royal Jordanian,TLV,BKK,16u 05m ,1 stop ,2023-05-22,19:10,15:15,€ 418 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-22,19:35,12:55,€ 459 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-22,12:45,7:35,€ 459 
Royal Jordanian,TLV,BKK,26u 50m ,1 stop ,2023-05-22,8:25,15:15,€ 418 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-22,19:35,18:55,€ 459 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-22,12:45,12:55,€ 459 
Ethiopian Air,TLV,BKK,23u 15m ,1 stop ,2023-05-22,10:00,13:15,€ 486 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-22,19:35,12:15,€ 540 
Turkish Airlines,TLV,BKK,14u 15m ,1 stop ,2023-05-22,12:05,6:20,€ 700 
Emirates,TLV,BKK,26u 10m ,1 stop ,2023-05-22,12:45,18:55,€ 464 
"Arkia, Qatar Airways",TLV,BKK,24u 10m ,2 stops ,2023-05-22,9:00,13:10,€ 521 
"Royal Jordanian, Qatar Airways",TLV,BKK,14u 20m ,2 stops ,2023-05-22,0:35,18:55,€ 527 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-23,19:35,12:15,€ 475 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-23,22:45,14:00,€ 413 
Gulf Air,TLV,BKK,17u 55m ,2 stops ,2023-05-23,17:40,15:35,€ 383 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-23,14:20,8:20,€ 414 
Royal Jordanian,TLV,BKK,10u 40m ,1 stop ,2023-05-23,0:35,15:15,€ 418 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-23,19:35,12:15,€ 464 
Air India,TLV,BKK,17u 25m ,1 stop ,2023-05-23,22:10,19:35,€ 445 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-23,12:45,7:35,€ 464 
Thai Airways,TLV,BKK,11u 25m ,direct ,2023-05-23,22:35,14:00,€ 628 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-23,19:35,12:55,€ 464 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-23,19:35,18:55,€ 464 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-23,12:45,12:15,€ 464 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-23,12:45,12:55,€ 464 
Ethiopian Air,TLV,BKK,16u 25m ,1 stop ,2023-05-23,15:35,12:00,€ 486 
Cathay Pacific,TLV,BKK,15u 25m ,1 stop ,2023-05-23,14:35,10:00,€ 512 
Cathay Pacific,TLV,BKK,16u 55m ,1 stop ,2023-05-23,14:35,11:30,€ 512 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-24,19:35,12:55,€ 475 
EL AL,TLV,BKK,11u 25m ,direct ,2023-05-24,22:35,14:00,€ 410 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-24,14:20,8:20,€ 414 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-24,19:35,12:15,€ 460 
Thai Airways,TLV,BKK,11u 25m ,direct ,2023-05-24,22:35,14:00,€ 628 
Royal Jordanian,TLV,BKK,16u 05m ,1 stop ,2023-05-24,19:10,15:15,€ 418 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-24,19:35,12:55,€ 460 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-24,12:45,7:35,€ 460 
"EL AL, Bangkok Airways",TLV,BKK,15u 30m ,1 stop ,2023-05-24,23:30,19:00,€ 564 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-24,19:35,18:55,€ 460 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-24,12:45,12:15,€ 460 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-24,12:45,12:55,€ 460 
Ethiopian Air,TLV,BKK,23u 15m ,1 stop ,2023-05-24,10:00,13:15,€ 486 
"Royal Jordanian, Qatar Airways",TLV,BKK,17u 50m ,2 stops ,2023-05-24,8:25,6:15,€ 531 
"Pegasus Airlines, Qatar Airways",TLV,BKK,19u 20m ,2 stops ,2023-05-24,6:55,6:15,€ 538 
"EL AL, Singapore Airlines",TLV,BKK,17u 20m ,2 stops ,2023-05-24,13:40,11:00,€ 550 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-25,19:35,12:15,€ 475 
Etihad Airways,TLV,BKK,13u 20m ,1 stop ,2023-05-25,15:00,8:20,€ 437 
Royal Jordanian,TLV,BKK,10u 40m ,1 stop ,2023-05-25,0:35,15:15,€ 444 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-25,19:35,12:15,€ 475 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-25,12:45,7:35,€ 475 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-25,19:35,12:55,€ 475 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-25,19:35,18:55,€ 475 
Ethiopian Air,TLV,BKK,16u 25m ,1 stop ,2023-05-25,15:35,12:00,€ 504 
Cathay Pacific,TLV,BKK,15u 25m ,1 stop ,2023-05-25,14:35,10:00,€ 527 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-25,12:45,12:15,€ 475 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-25,12:45,12:55,€ 475 
Cathay Pacific,TLV,BKK,16u 55m ,1 stop ,2023-05-25,14:35,11:30,€ 527 
Emirates,TLV,BKK,26u 10m ,1 stop ,2023-05-25,12:45,18:55,€ 475 
Emirates,TLV,BKK,32u 00m ,1 stop ,2023-05-25,19:35,7:35,€ 475 
Ethiopian Air,TLV,BKK,31u 00m ,1 stop ,2023-05-25,1:00,12:00,€ 504 
Cathay Pacific,TLV,BKK,21u 55m ,1 stop ,2023-05-25,14:35,16:30,€ 527 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-26,19:35,12:55,€ 475 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-26,14:20,8:20,€ 437 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-26,19:35,12:55,€ 475 
Royal Jordanian,TLV,BKK,16u 05m ,1 stop ,2023-05-26,19:10,15:15,€ 444 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-26,1:45,18:55,€ 475 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-26,12:45,7:35,€ 475 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-26,23:55,18:55,€ 475 
Emirates,TLV,BKK,14u 10m ,1 stop ,2023-05-26,13:25,7:35,€ 517 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-26,19:35,12:15,€ 559 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-26,19:35,18:55,€ 475 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-26,12:45,12:15,€ 475 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-26,12:45,12:55,€ 475 
Emirates,TLV,BKK,25u 50m ,1 stop ,2023-05-26,1:45,7:35,€ 475 
Ethiopian Air,TLV,BKK,23u 15m ,1 stop ,2023-05-26,10:00,13:15,€ 504 
Emirates,TLV,BKK,16u 35m ,1 stop ,2023-05-26,11:00,7:35,€ 517 
Emirates,TLV,BKK,18u 50m ,1 stop ,2023-05-26,13:25,12:15,€ 517 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-27,19:35,12:15,€ 475 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-27,14:20,8:20,€ 437 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-27,22:45,14:00,€ 456 
Royal Jordanian,TLV,BKK,10u 40m ,1 stop ,2023-05-27,0:35,15:15,€ 444 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-27,19:35,12:15,€ 475 
Thai Airways,TLV,BKK,11u 15m ,direct ,2023-05-27,22:45,14:00,€ 727 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-27,1:45,18:55,€ 475 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-27,19:35,12:55,€ 475 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-27,12:45,7:35,€ 475 
Air India,TLV,BKK,17u 25m ,1 stop ,2023-05-27,22:10,19:35,€ 461 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-27,23:55,18:55,€ 475 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-27,19:35,18:55,€ 475 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-27,12:45,12:15,€ 475 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-27,12:45,12:55,€ 475 
Emirates,TLV,BKK,26u 10m ,1 stop ,2023-05-27,12:45,18:55,€ 475 
Emirates,TLV,BKK,30u 30m ,1 stop ,2023-05-27,1:45,12:15,€ 475 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-28,19:35,12:15,€ 475 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-28,22:45,14:00,€ 413 
"BlueBird Airways, Scoot",TLV,BKK,20u 10m ,2 stops ,2023-05-28,8:20,8:30,€ 359 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-28,14:20,8:20,€ 380 
"BlueBird Airways, Scoot",TLV,BKK,21u 30m ,2 stops ,2023-05-28,8:20,9:50,€ 359 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-28,19:35,12:15,€ 463 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-28,19:35,12:55,€ 463 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-28,12:45,7:35,€ 463 
Thai Airways,TLV,BKK,11u 25m ,direct ,2023-05-28,22:35,14:00,€ 628 
"Hahn Air Systems, Scoot",TLV,BKK,20u 10m ,2 stops ,2023-05-28,8:20,8:30,€ 392 
Air India,TLV,BKK,17u 25m ,1 stop ,2023-05-28,22:10,19:35,€ 445 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-28,19:35,18:55,€ 463 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-28,12:45,12:15,€ 463 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-28,12:45,12:55,€ 463 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-28,23:55,18:55,€ 465 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-28,1:45,18:55,€ 507 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-29,19:35,12:15,€ 475 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-29,22:45,14:00,€ 408 
Meerdere maatschappijen,TLV,BKK,42u 05m ,3 stops ,2023-05-29,20:55,19:00,€ 319 
Gulf Air,TLV,BKK,20u 10m ,1 stop ,2023-05-29,9:20,9:30,€ 376 
Etihad Airways,TLV,BKK,13u 50m ,1 stop ,2023-05-29,14:30,8:20,€ 414 
Royal Jordanian,TLV,BKK,16u 05m ,1 stop ,2023-05-29,19:10,15:15,€ 418 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-29,19:35,12:15,€ 458 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-29,19:35,12:55,€ 458 
Thai Airways,TLV,BKK,11u 25m ,direct ,2023-05-29,22:35,14:00,€ 628 
Royal Jordanian,TLV,BKK,26u 50m ,1 stop ,2023-05-29,8:25,15:15,€ 418 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-29,12:45,7:35,€ 458 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-29,19:35,18:55,€ 458 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-29,12:45,12:15,€ 458 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-29,1:45,18:55,€ 465 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-29,23:55,18:55,€ 465 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-29,12:45,12:55,€ 458 
Ethiopian Air,TLV,BKK,23u 15m ,1 stop ,2023-05-29,10:00,13:15,€ 486 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-30,19:35,12:15,€ 475 
EL AL,TLV,BKK,11u 25m ,direct ,2023-05-30,22:35,14:00,€ 413 
"Arkia, Scoot",TLV,BKK,32u 00m ,2 stops ,2023-05-30,7:00,19:00,€ 349 
Royal Jordanian,TLV,BKK,10u 40m ,1 stop ,2023-05-30,0:35,15:15,€ 418 
Gulf Air,TLV,BKK,17u 55m ,2 stops ,2023-05-30,17:40,15:35,€ 383 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-30,14:20,8:20,€ 414 
Emirates,TLV,BKK,12u 40m ,1 stop ,2023-05-30,19:35,12:15,€ 465 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-30,1:45,18:55,€ 465 
Emirates,TLV,BKK,13u 20m ,1 stop ,2023-05-30,19:35,12:55,€ 465 
Meerdere maatschappijen,TLV,BKK,14u 05m ,2 stops ,2023-05-30,13:40,7:45,€ 440 
Air India,TLV,BKK,17u 25m ,1 stop ,2023-05-30,22:10,19:35,€ 445 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-30,12:45,7:35,€ 465 
Emirates,TLV,BKK,15u 00m ,1 stop ,2023-05-30,23:55,18:55,€ 465 
Emirates,TLV,BKK,19u 20m ,1 stop ,2023-05-30,19:35,18:55,€ 465 
Emirates,TLV,BKK,19u 30m ,1 stop ,2023-05-30,12:45,12:15,€ 465 
Emirates,TLV,BKK,20u 10m ,1 stop ,2023-05-30,12:45,12:55,€ 465 
Ethiopian Air,TLV,BKK,16u 25m ,1 stop ,2023-05-30,15:35,12:00,€ 486 
Emirates,TLV,BKK,12u 55m ,1 stop ,2023-05-31,19:35,12:30,€ 475 
EL AL,TLV,BKK,11u 15m ,direct ,2023-05-31,22:45,14:00,€ 409 
Meerdere maatschappijen,TLV,BKK,38u 20m ,2 stops ,2023-05-31,10:10,4:30,€ 312 
Etihad Airways,TLV,BKK,14u 00m ,1 stop ,2023-05-31,14:20,8:20,€ 380 
Emirates,TLV,BKK,12u 55m ,1 stop ,2023-05-31,19:35,12:30,€ 459 
Emirates,TLV,BKK,13u 45m ,1 stop ,2023-05-31,19:35,13:20,€ 459 
Royal Jordanian,TLV,BKK,16u 05m ,1 stop ,2023-05-31,19:10,15:15,€ 418 
Emirates,TLV,BKK,13u 10m ,1 stop ,2023-05-31,1:45,18:55,€ 459 
Emirates,TLV,BKK,14u 50m ,1 stop ,2023-05-31,12:45,7:35,€ 459 
Thai Airways,TLV,BKK,11u 25m ,direct ,2023-05-31,22:35,14:00,€ 628 
Emirates,TLV,BKK,15u 20m ,1 stop ,2023-05-31,23:55,19:15,€ 459 
Emirates,TLV,BKK,19u 40m ,1 stop ,2023-05-31,19:35,19:15,€ 459 
Emirates,TLV,BKK,14u 10m ,1 stop ,2023-05-31,13:25,7:35,€ 540 
Emirates,TLV,BKK,16u 35m ,1 stop ,2023-05-31,11:00,7:35,€ 540 
Emirates,TLV,BKK,19u 45m ,1 stop ,2023-05-31,12:45,12:30,€ 459 
Emirates,TLV,BKK,20u 35m ,1 stop ,2023-05-31,12:45,13:20,€ 459 
Ethiopian Air,TLV,BKK,23u 15m ,1 stop ,2023-05-31,10:00,13:15,€ 486 
Emirates,TLV,BKK,12u 55m ,1 stop ,2023-06-01,19:35,12:30,€ 475 
EL AL,TLV,BKK,11u 25m ,direct ,2023-06-01,22:35,14:00,€ 413 
